,title,total,last,length
13218,"Lake City, Arkansas",13357,1956,9038
13219,"Oak Island, North Carolina",13354,6571,12315
13220,"Elsberry, Missouri",13350,2047,11091
13221,"East Helena, Montana",13350,1642,9881
13222,"Union Township, Bergen County, New Jersey",13344,1590,4227
13223,"Ponca, Nebraska",13341,1062,12215
13224,"Arapahoe, Nebraska",13338,1028,12260
13225,"Tinmouth, Vermont",13335,567,10563
13226,"Dierks, Arkansas",13333,1230,10962
13227,"Shoals, Indiana",13331,807,11799
13228,"Morris, Oklahoma",13329,1294,8569
13229,"Wales, Maine",13326,1322,10604
13230,"New London, Missouri",13326,1001,11116
13231,"Burton, Ohio",13326,1450,12753
13232,"Wells, New York",13324,737,14596
13233,"Valley View, Ohio",13317,2179,11559
13234,"Willacoochee, Georgia",13313,1434,10173
13235,"Underwood-Petersville, Alabama",13312,3137,8243
13236,"Farmington, Arkansas",13308,3605,11337
13237,"Embden, Maine",13300,881,12498
13238,"Ridgway, Illinois",13297,928,10021
13239,"Highland Beach, Florida",13294,3775,10127
13240,"Meredosia, Illinois",13293,1041,8123
13241,"Broadalbin (village), New York",13288,1411,8682
13242,"Wewahitchka, Florida",13288,1722,11911
13243,"Sharpsburg, Maryland",13284,691,15138
13244,"Cave Spring, Georgia",13284,975,13137
13245,"Paonia, Colorado",13284,1497,21766
13246,"Sheffield, Vermont",13281,727,8520
13247,"Grottoes, Virginia",13271,2114,8326
13248,"Mascotte, Florida",13268,2687,9226
13249,"Lansing (village), New York",13266,3417,7997
13250,"Sour Lake, Texas",13264,1667,9411
13251,"Wellsville, Kansas",13261,1606,13008
13252,"Okeene, Oklahoma",13261,1240,7556
13253,"Westhampton Beach, New York",13259,1902,11150
13254,"Shellman, Georgia",13256,1166,9760
13255,"Granger, New York",13251,577,8929
13256,"Cedar Grove, West Virginia",13251,862,11241
13257,"South Barrington, Illinois",13251,3760,11973
13258,"Roberts County, Texas",13244,887,12756
13259,"Howard, South Dakota",13244,1071,16130
13260,"Blue Mound, Illinois",13242,1129,8997
13261,"Washburn, Illinois",13240,1147,9407
13262,"Portville (village), New York",13237,1024,8254
13263,"Woodward, Iowa",13233,1024,11883
13264,"Hudson, Texas",13226,3792,7625
13265,"Grandview, Texas",13225,1358,7372
13266,"Parchment, Michigan",13220,1936,10460
13267,"Bolivar, West Virginia",13216,1045,10276
13268,"Moville, Iowa",13215,1583,17044
13269,"Scobey, Montana",13215,1082,14251
13270,"Gnadenhutten, Ohio",13213,1280,16138
13271,"Franklin, Texas",13211,1470,8088
13272,"Newbury, New Hampshire",13210,1702,10978
13273,"Pleasant Valley, Missouri",13202,3321,8925
13274,"Liverpool, Pennsylvania",13198,876,6118
13275,"Dillonvale, Jefferson County, Ohio",13197,781,10800
13276,"Beverly Hills, Texas",13194,2113,6843
13277,"Hector, Minnesota",13193,1166,13053
13278,"Newfields, New Hampshire",13192,1551,11606
13279,"Lafayette, Oregon",13187,2586,13201
13280,"Kinderhook (village), New York",13183,1275,9791
13281,"East Bangor, Pennsylvania",13182,979,8127
13282,"King City, Missouri",13180,1012,13622
13283,"Carlin, Nevada",13177,2161,11002
13284,"Pacolet, South Carolina",13176,2690,9102
13285,"Sunderland, Vermont",13174,850,8707
13286,"Stratford, New York",13174,640,10136
13287,"Spring Grove, Minnesota",13172,1304,10104
13288,"Spring Grove, Illinois",13172,3880,10294
13289,"San Juan Bautista, California",13171,1549,15100
13290,"Winfield, Iowa",13169,1134,10805
13291,"Beattyville, Kentucky",13165,1193,18400
13292,"Falls Creek, Pennsylvania",13162,983,9683
13293,"Helotes, Texas",13161,4285,17490
13294,"Edison, Georgia",13158,1340,8715
13295,"Marathon City, Wisconsin",13154,1640,11288
13296,"Rome, Maine",13149,980,11453
13297,"Randolph, Nebraska",13148,955,11626
13298,"DuPont, Washington",13140,2452,15727
13299,"Hampton, Illinois",13139,1626,8427
13300,"Tekoa, Washington",13139,826,10800
13301,"Industry, Maine",13138,790,9559
13302,"Solomon, Kansas",13137,1072,14407
13303,"West Blocton, Alabama",13137,1372,10413
13304,"Sebec, Maine",13134,612,8458
13305,"Bardwell, Kentucky",13132,799,9888
13306,"Ischua, New York",13127,895,15481
13307,"Farmersburg, Indiana",13127,1180,10909
13308,"Wakefield, Nebraska",13127,1411,11265
13309,"La Joya, Texas",13127,3303,9113
13310,"Trent Woods, North Carolina",13126,4192,6957
13311,"Lomira, Wisconsin",13125,2233,16354
13312,"Colmar Manor, Maryland",13120,1257,17801
13313,"West Elizabeth, Pennsylvania",13119,565,18116
13314,"Rowland, North Carolina",13119,1146,6607
13315,"Carlisle, Indiana",13116,2660,10159
13316,"Gravette, Arkansas",13115,1810,10980
13317,"Etna, Maine",13114,1012,11593
13318,"Sherburn, Minnesota",13111,1082,16199
13319,"Star City, West Virginia",13096,1366,13467
13320,"Saxton, Pennsylvania",13095,803,10625
13321,"Buffalo, Oklahoma",13093,1200,10554
13322,"Warson Woods, Missouri",13093,1983,8953
13323,"Correctionville, Iowa",13091,821,11232
13324,"Epworth, Iowa",13090,1860,16182
13325,"West Lake Hills, Texas",13089,3116,7752
13326,"Newton, Texas",13087,2459,9271
13327,"Kinmundy, Illinois",13081,892,9169
13328,"Rutherford, Tennessee",13078,1272,7972
13329,"Worden, Illinois",13076,905,8938
13330,"New Milford, Pennsylvania",13073,878,7094
13331,"Eaton, New Hampshire",13072,375,9202
13332,"Newark Valley (village), New York",13070,1071,8246
13333,"Cherokee, Kansas",13069,722,12783
13334,"Galveston, Indiana",13069,1532,10745
13335,"Lewis, Lewis County, New York",13068,857,8666
13336,"Bristol, Indiana",13068,1382,11946
13337,"Montrose, Iowa",13067,898,12916
13338,"Lilbourn, Missouri",13065,1303,9947
13339,"Mount Gilead, North Carolina",13064,1389,12176
13340,"Hughes, Arkansas",13061,1867,6712
13341,"Gila Bend, Arizona",13061,1980,22611
13342,"Bellefonte, Delaware",13059,1249,7387
13343,"Sabattus, Maine",13058,4486,11856
13344,"Anderson, Missouri",13050,1856,10983
13345,"Holly Hill, South Carolina",13048,1281,6926
13346,"Temple, Oklahoma",13041,1146,7242
13347,"Dugger, Indiana",13039,955,10901
13348,"West Union, New York",13034,399,8221
13349,"Oolitic, Indiana",13033,1152,11825
13350,"Denmark, Wisconsin",13028,1958,26252
13351,"Fairfax, Ohio",13023,1938,10620
13352,"Hanover, Illinois",13018,836,9128
13353,"Peculiar, Missouri",13015,2604,12935
13354,"Three Forks, Gallatin County, Montana",13015,1728,14629
13355,"Presidio, Texas",13014,4167,16875
13356,"West Point, Iowa",13013,546,10534
13357,"Christiana, Pennsylvania",13000,1124,9774
13358,"Lincklaen, New York",12999,416,9318
13359,"St. Francisville, Illinois",12997,759,8809
13360,"Fairview Park, Indiana",12992,1496,10658
13361,"Gillett, Wisconsin",12989,1256,11350
13362,"Adamsville, Tennessee",12985,1983,18097
13363,"Saegertown, Pennsylvania",12983,1071,9403
13364,"Funkstown, Maryland",12980,983,13174
13365,"Sutton, West Virginia",12979,1011,14603
13366,"Laingsburg, Michigan",12976,1223,10199
13367,"Denver, Iowa",12974,1780,11210
13368,"Daytona Beach Shores, Florida",12973,4299,15380
13369,"St. Jo, Texas",12971,977,8311
13370,"Wortham, Texas",12971,1082,10805
13371,"Lake View, Iowa",12970,1278,12642
13372,"Peru, Nebraska",12969,569,12776
13373,"Shawneetown, Illinois",12967,1410,11204
13374,"Long Lake, New York",12966,852,19586
13375,"Clara City, Minnesota",12966,1393,11662
13376,"Rivesville, West Virginia",12965,913,20427
13377,"Gold Beach, Oregon",12965,1897,17392
13378,"Stonington, Illinois",12963,960,8302
13379,"Bayfield, Wisconsin",12963,611,14784
13380,"Hubbard, Oregon",12962,2483,9473
13381,"Rossville, Indiana",12959,1513,12066
13382,"Pioneer, Ohio",12952,1460,9204
13383,"Mount Wolf, Pennsylvania",12942,1373,9040
13384,"Deerfield, Wisconsin",12941,1971,12026
13385,"Elm City, North Carolina",12938,1165,8372
13386,"Colon, Michigan",12936,1227,11706
13387,"Wenonah, Minneapolis",12936,4159,7825
13388,"Spring City, Utah",12933,956,14820
13389,"Coal Hill, Arkansas",12932,1001,7177
13390,"Granite Quarry, North Carolina",12930,2175,9848
13391,"Royalton, Pennsylvania",12927,963,7578
13392,"Stratford, Wisconsin",12924,1523,10896
13393,"Rio Hondo, Texas",12917,1942,8412
13394,"Central City, Iowa",12914,1257,9938
13395,"Cherry Valley, Illinois",12914,2191,18577
13396,"Dalton, New Hampshire",12913,927,9826
13397,"Walnut, Iowa",12912,785,9339
13398,"George, Iowa",12912,1080,11541
13399,"Adair, Iowa",12909,781,11101
13400,"Flat Rock, Henderson County, North Carolina",12909,2565,9646
13401,"Sunray, Texas",12908,1950,9223
13402,"Fultonville, New York",12901,710,11555
13403,"Belleville, Wisconsin",12898,1908,11843
13404,"Quinton, Oklahoma",12897,1071,6833
13405,"Knox City, Texas",12896,1219,8388
13406,"Holland, Minneapolis",12894,4328,6880
13407,"Fonda, Iowa",12893,631,21793
13408,"Mount Pleasant, North Carolina",12893,1259,8284
13409,"Ridgeley, West Virginia",12893,762,16410
13410,"St. Robert, Missouri",12890,2760,17775
13411,"Weld, Maine",12887,402,13662
13412,"Iva, South Carolina",12876,1156,7071
13413,"Ashton, Illinois",12870,1142,5156
13414,"Kenton, Tennessee",12868,1306,8418
13415,"Bluff City, Tennessee",12865,1559,11174
13416,"Glade Spring, Virginia",12862,1374,13545
13417,"Warren, Connecticut",12861,1254,8565
13418,"Ronan, Montana",12861,1812,11748
13419,"Enoch, Utah",12860,3467,10137
13420,"Vian, Oklahoma",12858,1362,11293
13421,"Dandridge, Tennessee",12853,2078,14082
13422,"Solon, Iowa",12850,2037,9054
13423,"Grandview, Illinois",12844,1537,8561
13424,"Franconia, New Hampshire",12841,924,15218
13425,"Kearny, Arizona",12838,2249,8903
13426,"Salem (hamlet), New York",12834,964,9755
13427,"Parker City, Indiana",12833,1416,10310
13428,"Thorndike, Maine",12831,712,10469
13429,"Blaine, Maine",12828,806,10323
13430,"Gibsland, Louisiana",12825,1119,15413
13431,"Burnsville, North Carolina",12819,1623,12304
13432,"Clarksville, Missouri",12817,490,10730
13433,"Carthage, Indiana",12816,928,10449
13434,"Freeman, South Dakota",12816,1317,13426
13435,"New Hope, Alabama",12812,2539,11071
13436,"Oronogo, Missouri",12811,976,10340
13437,"Grand Coulee, Washington",12809,897,11164
13438,"Babbitt, Minnesota",12805,1670,13261
13439,"Sumrall, Mississippi",12804,1005,11103
13440,"Fairview, Texas",12802,2644,11110
13441,"Castle Dale, Utah",12800,1657,16310
13442,"Clarence, Iowa",12797,974,10084
13443,"Cleveland, Georgia",12797,1907,12202
13444,"Whitney Point, New York",12794,965,9430
13445,"East Berlin, Pennsylvania",12794,1365,8600
13446,"Goddard, Kansas",12792,2037,23004
13447,"Clintwood, Virginia",12792,1549,13865
13448,"Elwood, Kansas",12789,1145,12367
13449,"Atwood, Illinois",12786,1290,9662
13450,"St. Paul, Kansas",12781,646,14744
13451,"Chapman, Kansas",12781,1241,21709
13452,"Perry, Utah",12778,2383,11350
13453,"Freedom, Maine",12776,645,11507
13454,"Mountain Lake Park, Maryland",12776,2248,9434
13455,"Edgemont, South Dakota",12773,867,16498
13456,"LaGrange, Ohio",12769,1815,10455
13457,"Knightsville, Indiana",12764,624,10474
13458,"Silverton, Colorado",12763,531,20700
13459,"Augusta, Illinois",12761,657,10078
13460,"Rogers, Texas",12760,1117,7260
13461,"Stratford, Oklahoma",12758,1474,8645
13462,"Bradner, Ohio",12754,1171,11062
13463,"Nevada, Ohio",12747,814,9703
13464,"Lago Vista, Texas",12747,4507,9631
13465,"Pilot Mountain, North Carolina",12744,1281,7261
13466,"Felicity, Ohio",12742,922,11428
13467,"Cottonwood Falls, Kansas",12741,966,23054
13468,"Shoemakersville, Pennsylvania",12740,2124,9967
13469,"Isanti, Minnesota",12735,2324,12722
13470,"Shelton, Nebraska",12732,1140,16085
13471,"Wyanet, Illinois",12731,1028,9442
13472,"Marshall, Arkansas",12727,1313,9603
13473,"Rangely, Colorado",12715,2096,15192
13474,"Willard, Utah",12714,1630,9959
13475,"Manawa, Wisconsin",12714,1330,12697
13476,"Lyons, Nebraska",12711,963,13594
13477,"Hallsville, Texas",12711,2772,17096
13478,"Walnut Cove, North Carolina",12710,1465,7943
13479,"Rowlesburg, West Virginia",12709,613,11943
13480,"Mount Jackson, Virginia",12707,1664,7663
13481,"Millwood, Washington",12707,1649,11095
13482,"Ava, New York",12706,725,12859
13483,"Neola, Iowa",12702,842,9465
13484,"Sandgate, Vermont",12693,353,7858
13485,"Freedom, New Hampshire",12691,1303,11667
13486,"Ashland, Greene County, New York",12690,752,8851
13487,"Oilton, Oklahoma",12686,1099,8841
13488,"Boyce, Louisiana",12678,1190,8698
13489,"Dayton, Oregon",12676,2119,13414
13490,"Waverly, Missouri",12675,806,10680
13491,"Brooklyn, Michigan",12672,1176,12402
13492,"Rising Sun, Maryland",12663,1702,11628
13493,"Clay City, Illinois",12663,1000,12397
13494,"Pikeville, Tennessee",12663,1781,12480
13495,"Biscoe, North Carolina",12663,1700,7796
13496,"Greenbrier, Arkansas",12659,3042,9005
13497,"Chillicothe, Texas",12656,798,9554
13498,"Ashley, Ohio",12654,1216,10600
13499,"Clifton, Illinois",12654,1317,8082
13500,"Landaff, New Hampshire",12653,378,10738
13501,"Pomona, New York",12653,2726,8464
13502,"Farr West, Utah",12651,3094,13181
13503,"Grant County, Nebraska",12650,747,7981
13504,"Belle Center, Ohio",12649,807,14384
13505,"White Pine, Tennessee",12645,1997,10064
13506,"Landover Hills, Maryland",12643,1534,11157
13507,"Grass Lake, Michigan",12640,1082,13482
13508,"Gridley, Illinois",12639,1411,16137
13509,"Fords Prairie, Washington",12636,1961,7585
13510,"Mount Pocono, Pennsylvania",12631,2742,15913
13511,"Buffalo Center, Iowa",12630,905,9975
13512,"Independence, Wisconsin",12627,1244,12545
13513,"Toledo, Illinois",12624,1166,9459
13514,"Nassau (village), New York",12622,1161,8998
13515,"Terre Hill, Pennsylvania",12621,1237,8630
13516,"Mesilla, New Mexico",12621,2180,12217
13517,"Oakfield, Maine",12615,732,8997
13518,"Brusly, Louisiana",12613,2020,7878
13519,"Sioux Rapids, Iowa",12604,775,12279
13520,"Bangor, Wisconsin",12603,1400,10738
13521,"Bancroft, Minneapolis",12603,3377,5992
13522,"Manilla, Iowa",12602,776,8668
13523,"Crested Butte, Colorado",12602,1529,26231
13524,"Coldspring, New York",12601,751,12056
13525,"Pinetop-Lakeside, Arizona",12601,3582,8288
13526,"Hahira, Georgia",12600,1626,13802
13527,"Tenino, Washington",12598,1447,20707
13528,"Westwood, Kansas",12598,1533,9782
13529,"Windy Hills, Kentucky",12594,2480,6620
13530,"Nelson, New Hampshire",12592,634,12429
13531,"Stockbridge, Michigan",12591,1260,9298
13532,"Benton City, Washington",12591,2624,13561
13533,"Basin, Wyoming",12589,1238,18280
13534,"Ludowici, Georgia",12586,1440,15176
13535,"Northwood, North Dakota",12584,959,11982
13536,"Hamden, Ohio",12583,871,9864
13537,"Mendon, Michigan",12578,917,11466
13538,"Haughton, Louisiana",12574,2792,11900
13539,"Wickliffe, Kentucky",12573,794,9502
13540,"Clear Lake, South Dakota",12572,1335,13639
13541,"White Cloud, Michigan",12568,1420,9188
13542,"Scio, Ohio",12563,799,9422
13543,"West Union, West Virginia",12563,806,15588
13544,"Union, West Virginia",12563,806,13265
13545,"Teutopolis, Illinois",12562,1559,10907
13546,"Clinton, Arkansas",12562,2283,10014
13547,"Springfield, South Dakota",12557,792,13325
13548,"Rushville, Nebraska",12550,999,10907
13549,"Oxford, Kansas",12546,1173,11927
13550,"Macedon (hamlet), New York",12545,1496,15983
13551,"Fair Oaks Ranch, Texas",12541,4695,8477
13552,"Saugatuck, Michigan",12539,1065,15302
13553,"Clayton, Illinois",12536,904,10214
13554,"Gladbrook, Iowa",12536,945,12539
13555,"Spencer, Wisconsin",12535,1932,11333
13556,"Iota, Louisiana",12534,1376,8812
13557,"Evarts, Kentucky",12534,1101,8387
13558,"Somonauk, Illinois",12531,1295,11197
13559,"Philadelphia (village), New York",12531,1519,6999
13560,"Minnehaha, Minneapolis",12530,4334,4253
13561,"Honey Brook, Pennsylvania",12529,1287,10713
13562,"Davenport, Florida",12529,1924,17780
13563,"Minco, Oklahoma",12527,1672,15075
13564,"Mantua, Ohio",12526,1046,12614
13565,"Hillburn, New York",12524,881,10591
13566,"New Richland, Minnesota",12523,1197,10938
13567,"Hurstbourne, Kentucky",12520,3884,9774
13568,"Greenbush, Maine",12517,1421,9772
13569,"Smithers, West Virginia",12517,904,10421
13570,"Hoxie, Kansas",12514,1244,13954
13571,"Chilhowie, Virginia",12514,1827,8588
13572,"Rainelle, West Virginia",12513,1545,11246
13573,"Madison, Kansas",12511,857,12597
13574,"Dighton, Kansas",12510,1261,14417
13575,"Taylor, Arizona",12509,3176,11495
13576,"Ansonia, Ohio",12508,1145,11848
13577,"Central Square, New York",12500,1646,7987
13578,"Louisville, Nebraska",12497,1046,10282
13579,"Marlow, New Hampshire",12495,747,9908
13580,"Carver, Minnesota",12493,1266,18714
13581,"Walhalla, North Dakota",12490,1057,13520
13582,"La Verkin, Utah",12490,3392,9903
13583,"Milledgeville, Illinois",12489,1016,10115
13584,"Newellton, Louisiana",12488,1482,32941
13585,"Millerton, New York",12487,925,10360
13586,"Wilson, Kansas",12480,799,22983
13587,"Clio, Alabama",12480,2206,8065
13588,"Minier, Illinois",12477,1244,8575
13589,"Tracy City, Tennessee",12475,1679,15855
13590,"Scotland, Connecticut",12465,1556,9757
13591,"Caroga, New York",12460,1407,11353
13592,"Oxford, Maryland",12459,771,14842
13593,"Stephens, Arkansas",12458,1152,9239
13594,"Orchard Lake Village, Michigan",12457,2215,14637
13595,"Montreal, Wisconsin",12456,838,12317
13596,"Wampum, Pennsylvania",12450,678,8248
13597,"Ringgold, Louisiana",12449,1660,13444
13598,"Columbia, New Hampshire",12444,750,10139
13599,"Winslow, Indiana",12442,881,11072
13600,"Colfax, California",12440,1496,20331
13601,"South Roxana, Illinois",12439,1888,8477
13602,"Poseyville, Indiana",12436,1187,11541
13603,"Harveys Lake, Pennsylvania",12436,2888,8138
13604,"St. Francis, Maine",12433,577,8746
13605,"Westport, Indiana",12426,1515,9871
13606,"Illiopolis, Illinois",12415,916,11445
13607,"Tyler, Minnesota",12414,1218,12305
13608,"Celina, Tennessee",12411,1379,11252
13609,"Middleton, New Hampshire",12409,1440,10206
13610,"Hollywood, South Carolina",12402,3946,10102
13611,"Wayland, Kentucky",12401,298,7927
13612,"Treasure County, Montana",12400,861,9892
13613,"Cayuga, Indiana",12398,1109,11177
13614,"Nash, Texas",12398,2169,14104
13615,"Kensett, Arkansas",12391,1791,7409
13616,"LaSalle, Colorado",12389,1849,11475
13617,"Cayuta, New York",12386,545,8126
13618,"Benton, Louisiana",12385,2035,15157
13619,"Borden County, Texas",12383,729,12682
13620,"Lakemoor, Illinois",12383,2788,11121
13621,"Germantown, Illinois",12381,1118,11894
13622,"Elton, Louisiana",12381,1261,7548
13623,"Fritch, Texas",12381,2235,10064
13624,"Bremen, Maine",12379,782,12343
13625,"Afton (village), New York",12368,836,9023
13626,"Ordway, Colorado",12367,1248,12252
13627,"Halifax, Pennsylvania",12365,875,13388
13628,"Riverside, Missouri",12364,2979,11137
13629,"Hubbardton, Vermont",12361,752,7358
13630,"Worcester, Vermont",12357,902,7121
13631,"Roland, Oklahoma",12356,2842,7042
13632,"Convoy, Ohio",12354,1110,11667
13633,"Drexel, North Carolina",12353,1938,7528
13634,"Platteville, Colorado",12346,2370,11343
13635,"Paddock Lake, Wisconsin",12343,3012,9228
13636,"West Bath, Maine",12342,1798,11410
13637,"Lawrence Park Township, Erie County, Pennsylvania",12340,4048,7474
13638,"Frisco City, Alabama",12338,1460,10963
13639,"Stony Creek, New York",12337,743,13462
13640,"Pittsburg, New Hampshire",12335,867,13276
13641,"Bennington, New Hampshire",12335,1401,11966
13642,"Windsor, Pennsylvania",12331,1331,7417
13643,"Loyal, Wisconsin",12327,1308,10250
13644,"Swansboro, North Carolina",12326,1426,10122
13645,"East Hazel Crest, Illinois",12324,1607,9754
